dataset,ID,predicted_class,class_1_prob,class_2_prob
train,204.0,2,0.486442893743515,0.5135570764541626
train,205.0,1,0.5018161535263062,0.49818381667137146
train,206.0,2,0.4994242489337921,0.5005757212638855
train,207.0,1,0.5122906565666199,0.4877094030380249
train,208.0,1,0.5067656636238098,0.4932343065738678
train,209.0,2,0.4988536536693573,0.5011464357376099
train,213.0,1,0.5047408938407898,0.4952591061592102
train,214.0,1,0.5007724165916443,0.4992275536060333
train,215.0,2,0.4861728250980377,0.5138271450996399
train,216.0,1,0.5000571608543396,0.499942809343338
train,217.0,1,0.518474280834198,0.4815256893634796
train,218.0,2,0.4993610382080078,0.500639021396637
train,219.0,2,0.4828883111476898,0.5171117186546326
train,221.0,1,0.5057981610298157,0.4942018389701843
train,223.0,2,0.4934976100921631,0.5065023899078369
train,224.0,1,0.5051096677780151,0.4948902726173401
train,225.0,2,0.48458781838417053,0.5154120922088623
train,227.0,2,0.49078384041786194,0.5092161297798157
train,228.0,2,0.48695993423461914,0.5130400061607361
train,229.0,2,0.4935910999774933,0.5064088702201843
train,230.0,1,0.504683256149292,0.49531683325767517
train,231.0,2,0.49858590960502625,0.5014140605926514
train,232.0,2,0.49762892723083496,0.5023711323738098
train,234.0,2,0.4756959080696106,0.5243040919303894
train,236.0,1,0.5017509460449219,0.4982491135597229
train,237.0,2,0.4935706555843353,0.5064293146133423
train,238.0,2,0.495615154504776,0.5043848752975464
train,239.0,1,0.520591676235199,0.479408323764801
train,240.0,1,0.5291034579277039,0.4708964228630066
train,241.0,1,0.5175472497940063,0.48245272040367126
train,243.0,1,0.505277156829834,0.494722843170166
train,244.0,1,0.5245964527130127,0.47540345788002014
train,247.0,1,0.5088135004043579,0.4911864399909973
train,248.0,1,0.5049805045127869,0.49501943588256836
train,250.0,2,0.49492400884628296,0.5050759315490723
train,251.0,2,0.49159005284309387,0.5084100365638733
train,252.0,2,0.47394293546676636,0.5260570049285889
train,253.0,1,0.503650426864624,0.49634960293769836
train,254.0,1,0.5033661723136902,0.4966338276863098
train,255.0,1,0.5015665888786316,0.4984334111213684
train,256.0,1,0.5044705867767334,0.4955293834209442
train,257.0,2,0.48001155257225037,0.519988477230072
train,258.0,1,0.5035110116004944,0.4964889585971832
train,259.0,2,0.4866960346698761,0.5133039355278015
train,260.0,1,0.502216100692749,0.49778392910957336
train,261.0,2,0.494722843170166,0.505277156829834
train,262.0,2,0.49962085485458374,0.5003791451454163
train,264.0,2,0.4942086637020111,0.5057913661003113
train,265.0,2,0.48039916157722473,0.5196008682250977
train,266.0,1,0.5127019286155701,0.48729804158210754
train,267.0,1,0.5049245953559875,0.4950753152370453
train,269.0,2,0.4920193552970886,0.5079806447029114
train,270.0,2,0.4985293447971344,0.5014706254005432
train,271.0,2,0.47627392411231995,0.5237259864807129
train,272.0,2,0.49704882502555847,0.5029510855674744
train,274.0,1,0.5000627040863037,0.49993735551834106
train,275.0,2,0.4971494972705841,0.5028505921363831
train,276.0,1,0.5332221388816833,0.46677783131599426
train,278.0,1,0.5136110782623291,0.4863888919353485
train,279.0,2,0.4912222623825073,0.5087777376174927
train,281.0,2,0.4989432692527771,0.5010567307472229
train,282.0,2,0.4969472289085388,0.5030527114868164
train,283.0,1,0.5000734925270081,0.49992647767066956
train,284.0,2,0.4949057102203369,0.5050944089889526
train,285.0,1,0.5094583630561829,0.49054163694381714
train,286.0,1,0.5031854510307312,0.4968145191669464
train,287.0,1,0.5016160011291504,0.49838393926620483
train,288.0,2,0.493114709854126,0.506885290145874
train,290.0,2,0.4987963140010834,0.501203715801239
train,291.0,2,0.4964544177055359,0.5035456418991089
train,294.0,2,0.49558037519454956,0.5044195652008057
train,296.0,2,0.4959169626235962,0.504082977771759
train,298.0,1,0.5002676844596863,0.4997323155403137
train,300.0,1,0.5025133490562439,0.4974867105484009
train,301.0,1,0.5007746815681458,0.499225378036499
train,302.0,2,0.4990697205066681,0.5009301900863647
train,303.0,1,0.5031512379646301,0.4968487024307251
train,304.0,1,0.5002649426460266,0.4997350573539734
train,305.0,1,0.5037354230880737,0.49626457691192627
train,306.0,1,0.5062990784645081,0.49370086193084717
train,307.0,1,0.5026014447212219,0.4973985552787781
train,308.0,1,0.5065287351608276,0.49347126483917236
train,310.0,1,0.501492440700531,0.4985075891017914
train,313.0,1,0.5096702575683594,0.49032971262931824
train,314.0,2,0.4883233308792114,0.5116767287254333
train,315.0,2,0.4972480833530426,0.5027518272399902
train,316.0,1,0.501900851726532,0.498099148273468
train,317.0,2,0.48812583088874817,0.5118741989135742
train,318.0,1,0.5005790591239929,0.4994209408760071
train,319.0,1,0.5034412145614624,0.49655881524086
train,320.0,1,0.5073556900024414,0.4926442801952362
train,321.0,2,0.4985528886318207,0.5014471411705017
train,323.0,2,0.49870190024375916,0.5012981295585632
train,325.0,2,0.49901965260505676,0.5009803175926208
train,327.0,2,0.4991113543510437,0.5008886456489563
train,328.0,2,0.49859336018562317,0.501406729221344
train,329.0,2,0.49927818775177,0.50072181224823
train,332.0,2,0.4998698830604553,0.5001301169395447
train,333.0,1,0.5003330707550049,0.4996669590473175
train,337.0,2,0.4929591715335846,0.507040798664093
train,338.0,2,0.4986800253391266,0.5013200640678406
train,339.0,1,0.5333227515220642,0.4666772782802582
train,340.0,2,0.4942634701728821,0.5057365298271179
train,341.0,1,0.5121045708656311,0.48789533972740173
train,342.0,2,0.498014897108078,0.5019851922988892
train,343.0,2,0.499392569065094,0.500607430934906
train,344.0,2,0.48119300603866577,0.5188069939613342
train,345.0,1,0.5086447596549988,0.49135518074035645
train,346.0,1,0.5023542642593384,0.497645765542984
train,348.0,1,0.5115965008735657,0.4884035587310791
train,349.0,2,0.48990398645401,0.5100960731506348
train,350.0,2,0.4981347620487213,0.5018652677536011
train,351.0,1,0.5015150904655457,0.49848487973213196
train,352.0,1,0.5000055432319641,0.49999451637268066
train,353.0,1,0.5031664967536926,0.49683353304862976
train,354.0,1,0.5107255578041077,0.48927444219589233
train,356.0,2,0.490557998418808,0.5094419121742249
train,357.0,1,0.5014170408248901,0.49858298897743225
train,359.0,2,0.4976923167705536,0.502307653427124
train,360.0,2,0.4969269335269928,0.5030730366706848
train,361.0,1,0.5137128829956055,0.48628708720207214
train,362.0,1,0.5167493224143982,0.4832507371902466
train,363.0,2,0.49472665786743164,0.5052733421325684
train,366.0,2,0.4901870787143707,0.5098129510879517
train,367.0,2,0.49762478470802307,0.5023752450942993
train,368.0,1,0.5029557347297668,0.4970443546772003
train,369.0,1,0.5156511068344116,0.48434892296791077
train,371.0,2,0.49757012724876404,0.5024298429489136
train,372.0,2,0.4948417544364929,0.5051582455635071
train,373.0,1,0.5076370239257812,0.49236297607421875
train,375.0,2,0.49756693840026855,0.5024330615997314
train,376.0,1,0.5074109435081482,0.4925891160964966
train,377.0,2,0.494802325963974,0.5051976442337036
train,378.0,2,0.4980052709579468,0.5019946694374084
train,381.0,2,0.4928312301635742,0.5071688294410706
train,382.0,1,0.5015787482261658,0.49842125177383423
train,384.0,1,0.5017380118370056,0.4982619285583496
train,386.0,1,0.5058751702308655,0.4941248595714569
train,387.0,1,0.5153988599777222,0.48460108041763306
train,388.0,1,0.5073923468589783,0.49260759353637695
train,389.0,2,0.4966896176338196,0.5033104419708252
train,390.0,1,0.5028762221336365,0.49712368845939636
train,391.0,2,0.49856120347976685,0.5014387965202332
train,392.0,2,0.49652212858200073,0.5034778714179993
train,394.0,2,0.4743472933769226,0.5256526470184326
train,395.0,1,0.5008047819137573,0.4991951882839203
train,396.0,1,0.5040346384048462,0.4959653913974762
train,398.0,2,0.4995221495628357,0.5004777908325195
train,399.0,1,0.5203966498374939,0.4796034097671509
train,400.0,1,0.5185323357582092,0.48146766424179077
train,402.0,2,0.49832841753959656,0.5016714930534363
train,403.0,2,0.4988376498222351,0.5011624097824097
train,404.0,2,0.49537476897239685,0.5046252608299255
train,405.0,1,0.5101450085639954,0.489855021238327
train,406.0,2,0.4978471100330353,0.5021529793739319
train,407.0,1,0.5073285698890686,0.492671400308609
train,408.0,2,0.496466726064682,0.5035332441329956
train,409.0,1,0.5076156854629517,0.4923843443393707
train,410.0,1,0.5012274384498596,0.49877259135246277
train,411.0,2,0.49272099137306213,0.5072789788246155
train,412.0,2,0.49544230103492737,0.504557728767395
train,414.0,1,0.5068289637565613,0.4931710362434387
train,415.0,2,0.499528169631958,0.500471830368042
train,416.0,2,0.49910351634025574,0.5008965134620667
train,417.0,1,0.5024461150169373,0.49755388498306274
train,418.0,2,0.496451199054718,0.503548800945282
train,419.0,2,0.4944485127925873,0.5055515170097351
train,420.0,1,0.5006991028785706,0.49930083751678467
train,421.0,1,0.5201455354690552,0.47985440492630005
train,422.0,1,0.5155316591262817,0.48446834087371826
train,424.0,2,0.4987867772579193,0.5012132525444031
train,425.0,2,0.4998215138912201,0.5001785755157471
train,429.0,2,0.4979645013809204,0.5020354390144348
train,430.0,1,0.5056778788566589,0.49432212114334106
train,431.0,1,0.5039493441581726,0.4960506558418274
train,433.0,1,0.5016747713088989,0.49832525849342346
train,434.0,2,0.494613915681839,0.5053861737251282
train,436.0,1,0.511093258857727,0.4889068305492401
train,437.0,2,0.49950945377349854,0.5004905462265015
train,438.0,1,0.5032773017883301,0.4967227280139923
train,439.0,2,0.4986591339111328,0.501340925693512
train,442.0,1,0.503217875957489,0.4967821538448334
train,443.0,2,0.49984031915664673,0.5001595616340637
train,445.0,1,0.5071274042129517,0.49287253618240356
train,446.0,1,0.5139656662940979,0.4860343337059021
train,447.0,1,0.5085324645042419,0.49146756529808044
train,448.0,1,0.5034452676773071,0.4965547025203705
train,449.0,2,0.4996463358402252,0.5003535747528076
train,450.0,1,0.5190103054046631,0.4809897243976593
train,451.0,1,0.5080620646476746,0.49193790555000305
train,453.0,1,0.5174600481987,0.4825398623943329
train,454.0,2,0.49587735533714294,0.5041225552558899
train,455.0,1,0.5181108117103577,0.48188912868499756
train,457.0,2,0.4927294850349426,0.5072704553604126
train,459.0,1,0.5139475464820862,0.4860524833202362
train,460.0,1,0.512260913848877,0.48773905634880066
train,461.0,2,0.4971200227737427,0.5028798580169678
train,462.0,1,0.5015151500701904,0.49848487973213196
train,464.0,1,0.5073281526565552,0.4926718771457672
train,465.0,1,0.5041180849075317,0.49588191509246826
train,467.0,1,0.5159377455711365,0.48406222462654114
train,468.0,1,0.5041789412498474,0.4958210587501526
train,469.0,2,0.49865269660949707,0.5013473033905029
train,471.0,2,0.4860840141773224,0.5139159560203552
train,472.0,1,0.5067553520202637,0.49324464797973633
train,473.0,1,0.5113579630851746,0.48864200711250305
train,474.0,2,0.47723180055618286,0.5227681994438171
train,475.0,1,0.5109401345252991,0.48905983567237854
train,476.0,1,0.5069905519485474,0.49300938844680786
train,477.0,2,0.4917423129081726,0.5082577466964722
train,478.0,2,0.48966217041015625,0.5103378295898438
train,479.0,1,0.5038608312606812,0.4961392283439636
train,480.0,2,0.49553215503692627,0.5044678449630737
train,481.0,2,0.49801814556121826,0.5019818544387817
train,483.0,2,0.49559876322746277,0.5044012069702148
train,484.0,2,0.48986566066741943,0.5101343393325806
train,485.0,1,0.50399249792099,0.4960075318813324
train,486.0,2,0.48722678422927856,0.5127732157707214
train,488.0,2,0.4830876290798187,0.5169123411178589
train,489.0,2,0.4998576045036316,0.5001423954963684
train,491.0,1,0.5055687427520752,0.4944313168525696
train,492.0,1,0.5056165456771851,0.4943833649158478
train,493.0,2,0.48603367805480957,0.5139663219451904
train,494.0,2,0.4848204255104065,0.5151795744895935
train,496.0,2,0.4852552115917206,0.514744758605957
train,497.0,2,0.4985962212085724,0.5014037489891052
train,498.0,1,0.5068415999412537,0.49315834045410156
train,500.0,2,0.4795539379119873,0.5204460024833679
train,501.0,2,0.4774034321308136,0.5225964784622192
train,502.0,2,0.48619207739830017,0.513808012008667
train,503.0,2,0.4934391975402832,0.5065608024597168
train,504.0,2,0.48640576004981995,0.5135942697525024
train,505.0,1,0.5095961689949036,0.4904038608074188
train,506.0,1,0.5031414031982422,0.49685850739479065
train,507.0,1,0.5075759291648865,0.4924240708351135
train,508.0,2,0.4981890022754669,0.5018109679222107
train,509.0,2,0.48793038725852966,0.512069582939148
train,510.0,2,0.4968514144420624,0.50314861536026
train,511.0,2,0.4905853867530823,0.509414553642273
train,512.0,2,0.4950645864009857,0.5049353241920471
train,513.0,1,0.5178122520446777,0.48218774795532227
train,514.0,1,0.5008195638656616,0.4991804361343384
train,515.0,2,0.49416565895080566,0.5058342814445496
train,516.0,2,0.4949021637439728,0.5050977468490601
train,517.0,1,0.5006519556045532,0.4993480443954468
train,518.0,2,0.4957643151283264,0.5042356848716736
train,520.0,2,0.4971686005592346,0.5028313398361206
train,521.0,2,0.49298182129859924,0.5070182085037231
train,522.0,1,0.5062324404716492,0.4937675893306732
train,523.0,1,0.5249438285827637,0.4750562310218811
train,524.0,1,0.5003359913825989,0.4996640384197235
train,525.0,2,0.49446672201156616,0.5055332779884338
train,526.0,2,0.4972624182701111,0.5027375817298889
train,529.0,1,0.5103055834770203,0.48969435691833496
train,530.0,2,0.49582237005233765,0.5041776299476624
train,531.0,2,0.49058663845062256,0.5094134211540222
train,532.0,2,0.4964485764503479,0.5035513639450073
train,534.0,2,0.4865974485874176,0.51340252161026
train,535.0,1,0.5035417079925537,0.4964582920074463
train,536.0,1,0.5045197010040283,0.49548032879829407
train,540.0,1,0.5239475965499878,0.4760524034500122
train,541.0,1,0.5124315023422241,0.4875684380531311
train,542.0,2,0.4974040985107422,0.5025959014892578
train,543.0,2,0.499728798866272,0.500271201133728
train,544.0,2,0.49998047947883606,0.5000195503234863
train,545.0,2,0.49052247405052185,0.5094775557518005
train,546.0,2,0.48030054569244385,0.5196994543075562
train,547.0,1,0.5097255110740662,0.4902746081352234
train,548.0,1,0.5037228465080261,0.4962770938873291
train,549.0,2,0.49810317158699036,0.501896858215332
train,550.0,2,0.47507864236831665,0.5249212980270386
train,551.0,2,0.4693843126296997,0.5306157469749451
train,552.0,2,0.49972838163375854,0.5002715587615967
train,555.0,2,0.47876232862472534,0.5212376117706299
train,556.0,2,0.48963621258735657,0.510363757610321
train,557.0,2,0.4806209206581116,0.5193790197372437
train,558.0,2,0.47065603733062744,0.5293439626693726
train,559.0,1,0.5129043459892273,0.48709556460380554
train,560.0,1,0.5091004371643066,0.49089956283569336
train,561.0,1,0.5092050433158875,0.4907948970794678
train,562.0,2,0.49348732829093933,0.5065126419067383
train,563.0,2,0.47436732053756714,0.5256326794624329
train,564.0,1,0.508623480796814,0.4913763999938965
train,567.0,2,0.46989962458610535,0.5301003456115723
train,568.0,2,0.4707282781600952,0.5292717218399048
train,569.0,2,0.47589871287345886,0.5241012573242188
train,570.0,2,0.46775341033935547,0.5322465896606445
train,573.0,2,0.49030521512031555,0.5096947550773621
train,574.0,2,0.4942915737628937,0.5057083368301392
train,576.0,2,0.4898441731929779,0.5101559162139893
train,578.0,2,0.4940354526042938,0.505964457988739
train,579.0,2,0.48946553468704224,0.510534405708313
train,580.0,2,0.4694952666759491,0.5305047035217285
train,581.0,2,0.4951811730861664,0.5048187971115112
train,582.0,2,0.4824555516242981,0.5175445079803467
train,583.0,2,0.4921090006828308,0.5078909993171692
train,584.0,2,0.4997725188732147,0.5002275109291077
train,585.0,2,0.4817889630794525,0.5182110071182251
train,586.0,1,0.5053603053092957,0.49463969469070435
train,587.0,1,0.5010111331939697,0.49898892641067505
train,588.0,1,0.5000309944152832,0.4999689757823944
train,589.0,1,0.5063911080360413,0.49360892176628113
train,591.0,2,0.47888919711112976,0.5211108922958374
train,592.0,2,0.4939654767513275,0.5060344338417053
train,595.0,2,0.49482861161231995,0.5051713585853577
train,596.0,1,0.5027745366096497,0.49722540378570557
train,597.0,2,0.4950964152812958,0.5049036145210266
train,599.0,2,0.4948672950267792,0.5051327347755432
train,600.0,2,0.4765239655971527,0.5234760642051697
train,601.0,2,0.4749448299407959,0.5250552296638489
train,602.0,2,0.4949713349342346,0.5050286650657654
train,604.0,1,0.5077269077301025,0.49227312207221985
train,605.0,2,0.4744444489479065,0.5255555510520935
train,606.0,1,0.5144139528274536,0.4855860769748688
train,608.0,2,0.49185797572135925,0.5081419348716736
train,609.0,2,0.47240132093429565,0.5275986790657043
train,611.0,2,0.49768951535224915,0.5023105144500732
train,612.0,1,0.5080878734588623,0.4919120669364929
train,613.0,2,0.4939830005168915,0.5060169696807861
train,614.0,2,0.474694162607193,0.5253058671951294
train,615.0,2,0.4782053828239441,0.5217946767807007
train,616.0,2,0.4802999198436737,0.5197001099586487
train,617.0,1,0.512738823890686,0.48726120591163635
train,618.0,1,0.5113997459411621,0.4886002540588379
train,619.0,2,0.4964959919452667,0.5035040378570557
train,620.0,1,0.5114700198173523,0.48852992057800293
train,621.0,1,0.5074281096458435,0.4925718307495117
train,624.0,2,0.49405649304389954,0.5059435367584229
train,627.0,2,0.47266748547554016,0.5273324251174927
train,628.0,2,0.47373807430267334,0.5262619256973267
train,629.0,2,0.4765309989452362,0.5234689712524414
train,630.0,2,0.47912824153900146,0.5208718180656433
train,631.0,2,0.47614526748657227,0.5238547325134277
train,632.0,2,0.47310325503349304,0.5268967747688293
train,633.0,2,0.4707661271095276,0.5292338728904724
train,634.0,2,0.4799468517303467,0.5200530886650085
train,636.0,1,0.5053477883338928,0.4946522116661072
train,637.0,2,0.49803319573402405,0.5019668340682983
train,638.0,2,0.495475172996521,0.504524827003479
train,640.0,2,0.4896143972873688,0.5103855729103088
train,642.0,2,0.483877569437027,0.5161224007606506
train,643.0,2,0.487260103225708,0.512739896774292
train,644.0,2,0.49285754561424255,0.5071424841880798
train,645.0,2,0.4855758249759674,0.514424204826355
train,646.0,2,0.49148765206336975,0.5085123181343079
train,647.0,1,0.5236165523529053,0.4763834476470947
train,650.0,2,0.4932812452316284,0.5067187547683716
train,651.0,2,0.4932861924171448,0.5067137479782104
train,652.0,1,0.5140348672866821,0.48596516251564026
train,653.0,1,0.5001786947250366,0.49982133507728577
train,654.0,2,0.4944723844528198,0.5055275559425354
train,656.0,2,0.48138323426246643,0.5186168551445007
train,658.0,2,0.48605406284332275,0.5139459371566772
train,659.0,2,0.49350932240486145,0.5064906477928162
train,660.0,2,0.4863693416118622,0.5136305689811707
train,661.0,2,0.48935461044311523,0.5106453895568848
train,662.0,2,0.4804801642894745,0.5195198655128479
train,663.0,2,0.478534996509552,0.521465003490448
train,664.0,2,0.4901466965675354,0.5098533034324646
train,666.0,2,0.48915112018585205,0.5108489394187927
train,667.0,2,0.4982496201992035,0.5017503499984741
train,668.0,2,0.47934690117836,0.5206530690193176
train,669.0,2,0.48312029242515564,0.516879677772522
train,670.0,2,0.4850755035877228,0.5149245262145996
train,673.0,2,0.4836653172969818,0.5163346529006958
train,674.0,2,0.48486730456352234,0.5151327252388
train,675.0,1,0.5085253715515137,0.49147459864616394
train,677.0,1,0.5085235238075256,0.4914763569831848
train,678.0,1,0.5074669122695923,0.4925330579280853
train,679.0,2,0.49478965997695923,0.5052103400230408
train,681.0,2,0.48809123039245605,0.5119088292121887
train,682.0,1,0.5061253309249878,0.4938746988773346
train,684.0,2,0.47237858176231384,0.5276213884353638
train,685.0,1,0.5067492723464966,0.49325063824653625
train,686.0,1,0.5012266039848328,0.49877333641052246
train,688.0,1,0.5163073539733887,0.48369261622428894
