dataset,ID,predicted_class,class_1_prob,class_2_prob,class_3_prob
train,137.0,3,0.3408682942390442,0.15636150538921356,0.502770185470581
train,138.0,3,0.34452077746391296,0.15790697932243347,0.49757227301597595
train,143.0,3,0.3395305871963501,0.15571288764476776,0.5047565698623657
train,144.0,3,0.3364439904689789,0.15723073482513428,0.5063252449035645
train,145.0,3,0.3403124511241913,0.1578948199748993,0.5017927289009094
train,146.0,3,0.3375842869281769,0.15414533019065857,0.5082703828811646
train,147.0,3,0.337331086397171,0.15688225626945496,0.5057868361473083
train,148.0,3,0.34190449118614197,0.15372268855571747,0.5043727159500122
train,149.0,3,0.3397088646888733,0.15624743700027466,0.5040435791015625
train,150.0,3,0.3440631628036499,0.15395013988018036,0.5019867420196533
train,151.0,3,0.34113043546676636,0.153708353638649,0.5051612257957458
train,152.0,3,0.34233054518699646,0.15569987893104553,0.5019695162773132
train,153.0,3,0.33956873416900635,0.15416543185710907,0.5062658786773682
train,154.0,3,0.3421490490436554,0.1546434760093689,0.5032074451446533
train,155.0,3,0.3386259078979492,0.15501956641674042,0.5063545107841492
train,158.0,3,0.33973929286003113,0.15565642714500427,0.5046043395996094
train,160.0,3,0.33879244327545166,0.15512095391750336,0.5060866475105286
train,161.0,3,0.3407036066055298,0.15717917680740356,0.5021173357963562
train,162.0,3,0.34228089451789856,0.1565803736448288,0.5011387467384338
train,163.0,3,0.3430033326148987,0.1556781530380249,0.5013185143470764
train,165.0,3,0.3416014313697815,0.15446826815605164,0.5039302110671997
train,166.0,3,0.33936700224876404,0.15621353685855865,0.5044195055961609
train,167.0,3,0.33941519260406494,0.1544821858406067,0.5061026215553284
train,168.0,3,0.33907032012939453,0.155048668384552,0.5058810114860535
train,170.0,3,0.3393397033214569,0.1555784046649933,0.5050818920135498
train,172.0,3,0.3404918909072876,0.1544027179479599,0.5051054358482361
train,173.0,3,0.3414725065231323,0.1555912047624588,0.5029363632202148
train,174.0,3,0.34008586406707764,0.158620223402977,0.5012938380241394
train,176.0,3,0.33788836002349854,0.15628083050251007,0.5058308243751526
train,177.0,3,0.33843421936035156,0.15402069687843323,0.5075450539588928
train,178.0,3,0.3404833674430847,0.15525539219379425,0.5042611956596375
train,179.0,3,0.3405546545982361,0.15462954342365265,0.5048156976699829
train,180.0,3,0.3413410484790802,0.1545858532190323,0.5040729641914368
train,181.0,3,0.34138357639312744,0.15516291558742523,0.5034534931182861
train,182.0,3,0.3397243916988373,0.15665064752101898,0.5036249756813049
train,183.0,3,0.33954083919525146,0.15665555000305176,0.5038036108016968
train,184.0,3,0.34041693806648254,0.15676262974739075,0.5028203725814819
train,185.0,3,0.3427240252494812,0.15512388944625854,0.502152144908905
train,186.0,3,0.3434111475944519,0.15703517198562622,0.49955374002456665
train,187.0,3,0.33831706643104553,0.15630142390727997,0.5053814649581909
train,188.0,3,0.33893704414367676,0.15729886293411255,0.5037640333175659
train,189.0,3,0.33959853649139404,0.15432006120681763,0.5060814023017883
train,190.0,3,0.3390539586544037,0.15633392333984375,0.5046120882034302
train,191.0,3,0.33477675914764404,0.15667113661766052,0.5085521340370178
train,192.0,3,0.3439490497112274,0.1558096706867218,0.5002413392066956
train,194.0,3,0.34141361713409424,0.15490113198757172,0.5036852359771729
train,195.0,3,0.3395337462425232,0.15594962239265442,0.5045165419578552
train,196.0,3,0.33929353952407837,0.15684860944747925,0.5038578510284424
train,197.0,3,0.34351488947868347,0.15611770749092102,0.5003674030303955
train,198.0,3,0.34003639221191406,0.15584707260131836,0.5041165351867676
train,202.0,3,0.33963462710380554,0.1549314260482788,0.5054339170455933
train,203.0,3,0.3384132385253906,0.157718688249588,0.5038681626319885
train,204.0,3,0.3406413793563843,0.1553713083267212,0.5039872527122498
train,205.0,3,0.3433198928833008,0.15568897128105164,0.5009912848472595
train,206.0,3,0.34325161576271057,0.15461811423301697,0.5021302103996277
train,207.0,3,0.3412296175956726,0.15546762943267822,0.5033028721809387
train,208.0,3,0.34083327651023865,0.15718984603881836,0.5019768476486206
train,209.0,3,0.3401578664779663,0.15596845746040344,0.5038737058639526
train,213.0,3,0.34541618824005127,0.15505357086658478,0.4995301365852356
train,214.0,3,0.3391430377960205,0.15646745264530182,0.5043894648551941
train,215.0,3,0.33932164311408997,0.15743814408779144,0.5032402873039246
train,216.0,3,0.34144455194473267,0.1547425538301468,0.503812849521637
train,217.0,3,0.3458136022090912,0.15380750596523285,0.5003789067268372
train,218.0,3,0.3361639678478241,0.1552063375711441,0.5086296796798706
train,219.0,3,0.34036773443222046,0.15474317967891693,0.5048890113830566
train,221.0,3,0.33898305892944336,0.15411752462387085,0.506899356842041
train,223.0,3,0.3392865061759949,0.15699635446071625,0.5037171840667725
train,224.0,3,0.3381454348564148,0.15481065213680267,0.5070438981056213
train,225.0,3,0.34129559993743896,0.15512342751026154,0.5035810470581055
train,227.0,3,0.33800679445266724,0.15685497224330902,0.5051383376121521
train,228.0,3,0.3447721302509308,0.15494950115680695,0.5002783536911011
train,229.0,3,0.341144323348999,0.15810240805149078,0.5007531642913818
train,230.0,3,0.3420155942440033,0.15581226348876953,0.5021721720695496
train,231.0,3,0.33679091930389404,0.15427617728710175,0.508932888507843
train,232.0,3,0.34031370282173157,0.15556208789348602,0.504124104976654
train,234.0,3,0.34049588441848755,0.15701627731323242,0.5024879574775696
train,236.0,3,0.3398508131504059,0.154794380068779,0.5053548812866211
train,237.0,3,0.3406570553779602,0.15369640290737152,0.5056465268135071
train,238.0,3,0.33736452460289,0.15577846765518188,0.5068570375442505
train,239.0,3,0.34040066599845886,0.15478374063968658,0.5048156380653381
train,240.0,3,0.3425808250904083,0.15644913911819458,0.5009700655937195
train,241.0,3,0.3424128293991089,0.1555260568857193,0.5020612478256226
train,243.0,3,0.3395949900150299,0.1564652919769287,0.5039396286010742
train,244.0,3,0.34219878911972046,0.15792150795459747,0.4998796582221985
train,247.0,3,0.3366091251373291,0.15391768515110016,0.5094731450080872
train,248.0,3,0.3405943512916565,0.15560099482536316,0.5038047432899475
train,250.0,3,0.3399794399738312,0.15570861101150513,0.5043119788169861
train,251.0,3,0.33911892771720886,0.15833032131195068,0.5025507807731628
train,252.0,3,0.3412296175956726,0.1541699916124344,0.5046002864837646
train,253.0,3,0.3435073494911194,0.15590746700763702,0.5005852580070496
train,254.0,3,0.3398323059082031,0.15508943796157837,0.5050783157348633
train,255.0,3,0.3430987298488617,0.15386973321437836,0.5030314922332764
train,256.0,3,0.3427792191505432,0.1583542823791504,0.4988664984703064
train,257.0,3,0.3397248387336731,0.1562420278787613,0.5040330290794373
train,258.0,3,0.3435114026069641,0.15584734082221985,0.5006412267684937
train,259.0,3,0.3401322662830353,0.15665018558502197,0.5032175183296204
train,260.0,3,0.34027335047721863,0.15708273649215698,0.502643883228302
train,261.0,3,0.3413953185081482,0.1559545397758484,0.5026502013206482
train,262.0,3,0.33693423867225647,0.15591120719909668,0.5071545839309692
train,264.0,3,0.339332640171051,0.15451565384864807,0.5061516761779785
train,265.0,3,0.3404119312763214,0.15709757804870605,0.5024905800819397
train,266.0,3,0.34278565645217896,0.1565489023923874,0.5006654858589172
train,267.0,3,0.339812695980072,0.15534985065460205,0.5048375129699707
train,269.0,3,0.34318894147872925,0.15596584975719452,0.5008453130722046
train,270.0,3,0.3386785089969635,0.1577138900756836,0.5036075115203857
train,271.0,3,0.3412000238895416,0.15731243789196014,0.5014875531196594
train,272.0,3,0.3428041636943817,0.15508536994457245,0.502110481262207
train,274.0,3,0.33825936913490295,0.15662875771522522,0.5051118731498718
train,275.0,3,0.3424227833747864,0.15630201995372772,0.5012751221656799
train,276.0,3,0.34185802936553955,0.15601402521133423,0.5021279454231262
train,278.0,3,0.3412717580795288,0.1547931432723999,0.5039351582527161
train,279.0,3,0.3397981524467468,0.15419921278953552,0.5060027241706848
train,281.0,3,0.34105560183525085,0.1558149755001068,0.5031294226646423
train,282.0,3,0.3409043252468109,0.1549624651670456,0.5041331052780151
train,283.0,3,0.33923524618148804,0.15614861249923706,0.5046162009239197
train,284.0,3,0.34282588958740234,0.154092937707901,0.5030811429023743
train,285.0,3,0.34059199690818787,0.15450628101825714,0.5049017667770386
train,286.0,3,0.3416565954685211,0.15595263242721558,0.5023906826972961
train,287.0,3,0.34061241149902344,0.15673603117465973,0.5026516318321228
train,288.0,3,0.3428075611591339,0.15693093836307526,0.5002614855766296
train,290.0,3,0.33882126212120056,0.1546364426612854,0.5065422654151917
train,291.0,3,0.33879610896110535,0.15647509694099426,0.5047287940979004
train,294.0,3,0.33918964862823486,0.15481866896152496,0.5059916973114014
train,296.0,3,0.34108927845954895,0.15496931970119476,0.5039414167404175
train,298.0,3,0.33935996890068054,0.15543685853481293,0.5052031874656677
train,300.0,3,0.34208598732948303,0.15799883008003235,0.499915212392807
train,301.0,3,0.3398074805736542,0.15592226386070251,0.5042703151702881
train,302.0,3,0.34465229511260986,0.15345498919487,0.5018927454948425
train,303.0,3,0.3387431502342224,0.15544451773166656,0.5058124661445618
train,304.0,3,0.34206917881965637,0.15450234711170197,0.5034285187721252
train,305.0,3,0.3421698808670044,0.15647825598716736,0.5013518929481506
train,306.0,3,0.3388330638408661,0.15818889439105988,0.5029779076576233
train,307.0,3,0.3392626941204071,0.15800490975379944,0.5027323961257935
train,308.0,3,0.3410453796386719,0.15563903748989105,0.5033156275749207
train,310.0,3,0.34079304337501526,0.1576869785785675,0.5015199184417725
train,313.0,3,0.3406031131744385,0.15447385609149933,0.5049230456352234
train,314.0,3,0.3425446152687073,0.15585505962371826,0.5016003251075745
train,315.0,3,0.33661532402038574,0.156752347946167,0.5066323280334473
train,316.0,3,0.34062716364860535,0.15647722780704498,0.5028956532478333
train,317.0,3,0.3423217535018921,0.15567602217197418,0.5020021796226501
train,318.0,3,0.3361390233039856,0.1581365466117859,0.5057244896888733
train,319.0,3,0.3429623544216156,0.15541350841522217,0.5016242861747742
train,320.0,3,0.3415170907974243,0.15569137036800385,0.5027915835380554
train,321.0,3,0.342070072889328,0.1552904099225998,0.5026395320892334
train,323.0,3,0.3378431499004364,0.1563188135623932,0.5058380365371704
train,325.0,3,0.34039613604545593,0.15606608986854553,0.5035377740859985
train,327.0,3,0.34673258662223816,0.15511010587215424,0.4981572926044464
train,328.0,3,0.34219038486480713,0.15571808815002441,0.5020915865898132
train,329.0,3,0.34157752990722656,0.15578942000865936,0.5026330351829529
train,332.0,3,0.3440650701522827,0.15458278357982635,0.5013521313667297
train,333.0,3,0.34334757924079895,0.15495367348194122,0.5016987323760986
train,337.0,3,0.33898717164993286,0.1562899649143219,0.5047229528427124
train,338.0,3,0.3405090570449829,0.15364620089530945,0.50584477186203
train,339.0,3,0.3440327048301697,0.15612228214740753,0.4998449683189392
train,340.0,3,0.34251898527145386,0.156808003783226,0.5006729364395142
train,341.0,3,0.34526392817497253,0.15363001823425293,0.5011059641838074
train,342.0,3,0.34358206391334534,0.1569952815771103,0.49942269921302795
train,343.0,3,0.3364199697971344,0.15758658945560455,0.5059934258460999
train,344.0,3,0.3383438289165497,0.1541651040315628,0.5074911117553711
train,345.0,3,0.33967822790145874,0.15648047626018524,0.5038412809371948
train,346.0,3,0.33892297744750977,0.15443991124629974,0.5066370368003845
train,348.0,3,0.34066444635391235,0.1536218822002411,0.505713701248169
train,349.0,3,0.34239402413368225,0.15703819692134857,0.5005677342414856
train,350.0,3,0.34211862087249756,0.15623611211776733,0.5016452670097351
train,351.0,3,0.3394116759300232,0.15559707581996918,0.5049912333488464
train,352.0,3,0.34017831087112427,0.154691681265831,0.5051299929618835
train,353.0,3,0.34163588285446167,0.15525704622268677,0.5031070709228516
train,354.0,3,0.33874475955963135,0.15800492465496063,0.503250241279602
train,356.0,3,0.34337058663368225,0.15455977618694305,0.5020696520805359
train,357.0,3,0.34221595525741577,0.15389153361320496,0.5038924813270569
train,359.0,3,0.3396260738372803,0.15532903373241425,0.5050449371337891
train,360.0,3,0.34287241101264954,0.15536323189735413,0.5017643570899963
train,361.0,3,0.34073948860168457,0.1548353135585785,0.5044251084327698
train,362.0,3,0.33774369955062866,0.15501682460308075,0.5072395205497742
train,363.0,3,0.3385378420352936,0.15492722392082214,0.5065349340438843
train,366.0,3,0.34312811493873596,0.1561579704284668,0.5007139444351196
train,367.0,3,0.3397403955459595,0.15605343878269196,0.5042062401771545
train,368.0,3,0.3392796516418457,0.15326188504695892,0.507458508014679
train,369.0,3,0.34400254487991333,0.15650694072246552,0.4994905889034271
train,371.0,3,0.3446040451526642,0.1544523984193802,0.5009436011314392
train,372.0,3,0.33672034740448,0.1550953984260559,0.5081842541694641
train,373.0,3,0.34319186210632324,0.1541435569524765,0.5026647448539734
train,375.0,3,0.3429415822029114,0.15545034408569336,0.5016081929206848
train,376.0,3,0.3415617048740387,0.15528824925422668,0.5031499862670898
train,377.0,3,0.3414970934391022,0.15536189079284668,0.5031409859657288
train,378.0,3,0.34269389510154724,0.15502403676509857,0.5022820830345154
train,381.0,3,0.3428061604499817,0.15506887435913086,0.5021249055862427
train,382.0,3,0.3379655182361603,0.15800459682941437,0.5040299296379089
train,384.0,3,0.3436407148838043,0.1560140699148178,0.5003452301025391
train,386.0,3,0.33799993991851807,0.15711094439029694,0.504889190196991
train,387.0,3,0.34153708815574646,0.1563132405281067,0.5021495819091797
train,388.0,3,0.33792972564697266,0.15608742833137512,0.5059829354286194
train,389.0,3,0.3393951952457428,0.15592160820960999,0.504683256149292
train,390.0,3,0.34162136912345886,0.15464551746845245,0.5037330389022827
train,391.0,3,0.3413933515548706,0.1546420454978943,0.5039645433425903
train,392.0,3,0.3379976451396942,0.15618382394313812,0.5058185458183289
train,394.0,3,0.33744287490844727,0.1571623831987381,0.5053947567939758
train,395.0,3,0.3397931456565857,0.15445192158222198,0.5057548880577087
train,396.0,3,0.3395177125930786,0.1574098765850067,0.5030723810195923
train,398.0,3,0.34022682905197144,0.15444716811180115,0.5053260326385498
train,399.0,3,0.33769896626472473,0.15501117706298828,0.5072897672653198
train,400.0,3,0.34081438183784485,0.15422293543815613,0.5049625635147095
train,402.0,3,0.3400188088417053,0.15505294501781464,0.5049282312393188
train,403.0,3,0.33908429741859436,0.15635661780834198,0.5045590996742249
train,404.0,3,0.338901162147522,0.15494883060455322,0.50614994764328
train,405.0,3,0.33910858631134033,0.15568777918815613,0.5052037239074707
train,406.0,3,0.3419417440891266,0.15453767776489258,0.5035206079483032
train,407.0,3,0.34027209877967834,0.1554158627986908,0.5043120384216309
train,408.0,3,0.34055978059768677,0.1550689935684204,0.5043712258338928
train,409.0,3,0.34282180666923523,0.15685735642910004,0.5003207921981812
train,410.0,3,0.33904898166656494,0.156204953789711,0.5047460794448853
train,411.0,3,0.3415305018424988,0.1544381082057953,0.5040314197540283
train,412.0,3,0.33990785479545593,0.1547854244709015,0.5053066611289978
train,414.0,3,0.34512677788734436,0.15556082129478455,0.49931228160858154
train,415.0,3,0.34137099981307983,0.15385036170482635,0.5047786235809326
train,416.0,3,0.340545117855072,0.15555021166801453,0.5039046406745911
train,417.0,3,0.3413366973400116,0.15656615793704987,0.5020971894264221
train,418.0,3,0.3396381735801697,0.15479424595832825,0.5055675506591797
train,419.0,3,0.34169915318489075,0.15689098834991455,0.5014098882675171
train,420.0,3,0.3401040732860565,0.157029390335083,0.5028665065765381
train,421.0,3,0.3416684865951538,0.15510334074497223,0.5032281875610352
train,422.0,3,0.3430408239364624,0.15616683661937714,0.5007924437522888
train,424.0,3,0.3372829854488373,0.15713311731815338,0.5055838823318481
train,425.0,3,0.34264349937438965,0.15520043671131134,0.5021560192108154
train,429.0,3,0.34080320596694946,0.15570451319217682,0.5034922957420349
train,430.0,3,0.3430599570274353,0.15476550161838531,0.5021744966506958
train,431.0,3,0.34018760919570923,0.15743610262870789,0.5023763179779053
train,433.0,3,0.34069496393203735,0.15470698475837708,0.5045980215072632
train,434.0,3,0.3423996567726135,0.15542317926883698,0.5021772384643555
train,436.0,3,0.3411027491092682,0.1538575440645218,0.5050396919250488
train,437.0,3,0.340482234954834,0.15451757609844208,0.5050002336502075
train,438.0,3,0.3430219888687134,0.1563279628753662,0.5006499886512756
train,439.0,3,0.3364831805229187,0.15504314005374908,0.5084736943244934
train,442.0,3,0.3402898609638214,0.1542065143585205,0.5055037140846252
train,443.0,3,0.3411872684955597,0.15603694319725037,0.5027759671211243
train,445.0,3,0.3402716815471649,0.15638746321201324,0.5033408403396606
train,446.0,3,0.3437628746032715,0.1541764885187149,0.5020606517791748
train,447.0,3,0.3432685434818268,0.1550465077161789,0.5016849040985107
train,448.0,3,0.3395344018936157,0.15273863077163696,0.5077269673347473
train,449.0,3,0.3409344255924225,0.1562279462814331,0.5028377175331116
train,450.0,3,0.34511250257492065,0.15595446527004242,0.49893301725387573
train,451.0,3,0.34010758996009827,0.15786632895469666,0.5020261406898499
train,453.0,3,0.33990612626075745,0.15509507060050964,0.5049988031387329
train,454.0,3,0.3445793092250824,0.15815219283103943,0.49726855754852295
train,455.0,3,0.3412780463695526,0.15717315673828125,0.5015487670898438
train,457.0,3,0.3405906558036804,0.1555773764848709,0.5038318634033203
train,459.0,3,0.3435782194137573,0.1551678329706192,0.5012539029121399
train,460.0,3,0.3395385444164276,0.15585239231586456,0.5046090483665466
train,461.0,3,0.3400188684463501,0.15524065494537354,0.5047404766082764
train,462.0,3,0.33854156732559204,0.15612968802452087,0.5053286552429199
train,464.0,3,0.3431023955345154,0.1561640501022339,0.5007334351539612
train,465.0,3,0.34035512804985046,0.1566208153963089,0.5030239820480347
train,467.0,3,0.3424701690673828,0.1557990461587906,0.5017307996749878
train,468.0,3,0.3390745222568512,0.157916858792305,0.5030085444450378
train,469.0,3,0.34315186738967896,0.15676195919513702,0.5000861883163452
train,471.0,3,0.3417704701423645,0.15551409125328064,0.5027154684066772
train,472.0,3,0.3434875011444092,0.154397115111351,0.5021153688430786
train,473.0,3,0.33968108892440796,0.15498600900173187,0.505332887172699
train,474.0,3,0.34199777245521545,0.1555856168270111,0.5024166107177734
train,475.0,3,0.3408700227737427,0.15522776544094086,0.5039021968841553
train,476.0,3,0.3445363938808441,0.15702280402183533,0.4984407424926758
train,477.0,3,0.34223487973213196,0.1559300720691681,0.5018350481987
train,478.0,3,0.3416164815425873,0.15703457593917847,0.5013489127159119
train,479.0,3,0.34077972173690796,0.1544083207845688,0.5048118829727173
train,480.0,3,0.3399575352668762,0.15330417454242706,0.5067383050918579
train,481.0,3,0.3380502462387085,0.15541233122348785,0.5065373778343201
train,483.0,3,0.34380456805229187,0.15624769032001495,0.4999476671218872
train,484.0,3,0.34248730540275574,0.15741148591041565,0.5001012682914734
train,485.0,3,0.3396805226802826,0.15320366621017456,0.5071158409118652
train,486.0,3,0.33787599205970764,0.15538665652275085,0.5067373514175415
train,488.0,3,0.33916059136390686,0.15347227454185486,0.5073670744895935
train,489.0,3,0.34169667959213257,0.15599526464939117,0.5023080110549927
train,491.0,3,0.3391832113265991,0.15451353788375854,0.5063033103942871
train,492.0,3,0.33993837237358093,0.15494374930858612,0.5051178932189941
train,493.0,3,0.3390595316886902,0.15421739220619202,0.506723165512085
train,494.0,3,0.34214913845062256,0.15603065490722656,0.5018202066421509
train,496.0,3,0.3361063599586487,0.15696346759796143,0.5069301128387451
train,497.0,3,0.3378757834434509,0.1557816118001938,0.5063425898551941
train,498.0,3,0.3415580689907074,0.15624186396598816,0.5022000670433044
train,500.0,3,0.3426295220851898,0.15655073523521423,0.5008196830749512
train,501.0,3,0.3413943946361542,0.15588127076625824,0.5027243494987488
train,502.0,3,0.3428651988506317,0.155181884765625,0.5019528865814209
train,503.0,3,0.3409923017024994,0.15595048666000366,0.5030572414398193
train,504.0,3,0.34219807386398315,0.15507163107395172,0.5027302503585815
train,505.0,3,0.3428495228290558,0.15455909073352814,0.5025914311408997
train,506.0,3,0.34314262866973877,0.15588371455669403,0.5009737610816956
train,507.0,3,0.337658166885376,0.15375453233718872,0.5085873007774353
train,508.0,3,0.34278714656829834,0.15681275725364685,0.500400185585022
